record_id,event_type,event_year,event_end_year,place_text,latitude,longitude,linked_event_ref,source
cw-regiments:us-al-cav-1,engagement,1863,,"Wauhatchie (Brown's Ferry), TN — engagement, 10/28/1863",35.009722222,-85.374444444,TN021,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q2501125"
cw-regiments:us-al-cav-1,engagement,1865,,"Averasborough (Taylor's Hole Creek, Smithville), NC — battle, 3/16/1865",35.2661,-78.6721,NC019,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q2887919"
cw-regiments:us-al-cav-1,engagement,1865,,"Bentonville (Bentonsville), NC — battle, 3/19/1865",35.3059,-78.3231,NC020,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q620244"
cw-regiments:us-ct-cav-1,engagement,1862,,"Cross Keys, VA — engagement, 6/8/1862",38.3579,-78.8438,VA105,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q1970207"
cw-regiments:us-ct-cav-1,engagement,1862,,"McDowell (Sitlingon's Hill), VA — engagement, 5/8/1862",38.3247,-79.4754,VA102,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q855913"
cw-regiments:us-ct-cav-1,engagement,1862,,"Port Republic, VA — engagement, 6/9/1862",38.3002,-78.7933,VA106,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q2602211"
cw-regiments:us-ct-cav-1,engagement,1864,,"Cedar Creek (Belle Grove), VA — engagement, 10/19/1864",39.0193,-78.3043,VA122,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q1710916"
cw-regiments:us-ct-cav-1,engagement,1864,,"Cold Harbor (Second Cold Harbor), VA — battle, 5/31/1864",37.59,-77.285,VA062,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q497797"
cw-regiments:us-ct-cav-1,engagement,1864,,"Opequon (Third Winchester), VA — engagement, 9/19/1864",39.1956,-78.1325,VA119,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q1626179"
cw-regiments:us-ct-cav-1,engagement,1864,,"Ream's Station I (Reams' Station), VA — engagement, 6/29/1864",37.0959,-77.4226,VA068,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q5452530"
cw-regiments:us-ct-cav-1,engagement,1864,,"Sappony Church (Stony Creek Depot), VA — engagement, 6/28/1864",36.94588889,-77.45305556,VA067,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q4872312"
cw-regiments:us-ct-cav-1,engagement,1864,,"Staunton River Bridge (Blacks and Whites, Old Men and Young Boys), VA — engagement, 6/25/1864",36.8857,-78.7044,VA113,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q4872435"
cw-regiments:us-ct-cav-1,engagement,1864,,"Tom's Brook (Woodstock Races), VA — engagement, 10/9/1864",38.9429,-78.4458,VA121,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q4872566"
cw-regiments:us-ct-cav-1,engagement,1864,,"Totopotomoy Creek (Bethesda Church, Crumps Creek, Matadequin Creek, Shady Grove Road, Hanovertown), VA — combat, 5/28/1864",37.634,-77.2987,VA057,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q152158"
cw-regiments:us-ct-cav-1,engagement,1864,,"Yellow Tavern, VA — combat, 5/11/1864",37.6599,-77.4552,VA052,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q176216"
cw-regiments:us-ct-cav-1,engagement,1865,,"Appomattox Court House, VA — engagement, 4/9/1865",37.3775,-78.796111111,VA097,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q1355391"
cw-regiments:us-ct-cav-1,engagement,1865,,"Appomattox Station, VA — engagement, 4/8/1865",37.35347222,-78.82730556,VA096,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q2438253"
cw-regiments:us-ct-cav-1,engagement,1865,,"Dinwiddie Court House, VA — engagement, 3/31/1865",37.07725,-77.58711,VA086,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q688807"
cw-regiments:us-ct-cav-1,engagement,1865,,"Five Forks, VA — battle, 4/1/1865",37.139444444,-77.622777777,VA088,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q194329"
cw-regiments:us-ct-cav-1,engagement,1865,,"Namozine Church, VA — action, 4/3/1865",37.24888889,-77.72555556,VA124,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q1840768"
cw-regiments:us-ct-cav-1,engagement,1865,,"Sailor's Creek (Hillsman Farm, Lockett Farm), VA — engagement, 4/6/1865",37.30551,-78.22797,VA093,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q1497969"
cw-regiments:us-ct-cav-1,engagement,1865,,"Waynesboro, VA — engagement, 3/2/1865",38.0686668,-78.8893999,VA123,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates OpenStreetMap"
cw-regiments:us-ct-ha-1,engagement,1862,,"Fredericksburg I (Marye's Heights), VA — battle, 12/11/1862",38.295,-77.47,VA028,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q751186"
cw-regiments:us-ct-ha-1,engagement,1862,,"Gaines' Mill (First Cold Harbor), VA — battle, 6/27/1862",37.587645,-77.301367,VA017,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates OpenStreetMap"
cw-regiments:us-ct-ha-1,engagement,1862,,"Hanover Court House (Slash Church), VA — engagement, 5/27/1862",37.7222,-77.3763,VA013,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q2096968"
cw-regiments:us-ct-ha-1,engagement,1862,,"Malvern Hill (Poindexter's Farm), VA — battle, 7/1/1862",37.4125,-77.25,VA021,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q1934345"
cw-regiments:us-ct-ha-1,engagement,1862,,"Yorktown, VA — siege, 4/5/1862",37.2356655,-76.5136495,VA009,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates OpenStreetMap"
cw-regiments:us-ct-ha-1,engagement,1863,,"Mine Run (Payne's Farm, New Hope Church), VA — battle, 11/26/1863",38.3379,-77.8187,VA044,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q305409"
cw-regiments:us-ct-ha-1,engagement,1864,,"Petersburg II (Assault on Petersburg), VA — engagement, 6/15/1864",37.1776,-77.4774,VA063,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q4462586"
cw-regiments:us-ct-ha-1,engagement,1865,,"Fort Stedman, VA — assault, 3/25/1865",37.226,-77.371,VA084,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q543094"
cw-regiments:us-ct-ha-1,engagement,1865,,"Petersburg III (The Breakthrough), VA — engagement, 4/2/1865",37.1776,-77.4774,VA089,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q4462586"
cw-regiments:us-ct-ha-2,engagement,1864,,"Cedar Creek (Belle Grove), VA — engagement, 10/19/1864",39.0193,-78.3043,VA122,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q1710916"
cw-regiments:us-ct-ha-2,engagement,1864,,"Cold Harbor (Second Cold Harbor), VA — battle, 5/31/1864",37.59,-77.285,VA062,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q497797"
cw-regiments:us-ct-ha-2,engagement,1864,,"Fisher's Hill, VA — engagement, 9/21/1864",38.981872512,-78.395911537,VA120,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q766944"
cw-regiments:us-ct-ha-2,engagement,1864,,"Jerusalem Plank Road (First Battle of Weldon Railroad), VA — engagement, 6/21/1864",37.1844,-77.3767,VA065,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q4871326"
cw-regiments:us-ct-ha-2,engagement,1864,,"North Anna (Telegraph Road Bridge, Jericho Mill, Ox Ford, Quarles Mill, Hanover Junction), VA — engagement, 5/23/1864",37.8862,-77.4943,VA055,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q601317"
cw-regiments:us-ct-ha-2,engagement,1864,,"Opequon (Third Winchester), VA — engagement, 9/19/1864",39.1956,-78.1325,VA119,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q1626179"
cw-regiments:us-ct-ha-2,engagement,1864,,"Totopotomoy Creek (Bethesda Church, Crumps Creek, Matadequin Creek, Shady Grove Road, Hanovertown), VA — combat, 5/28/1864",37.634,-77.2987,VA057,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q152158"
cw-regiments:us-ct-ha-2,engagement,1865,,"Appomattox Court House, VA — engagement, 4/9/1865",37.3775,-78.796111111,VA097,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q1355391"
cw-regiments:us-ct-ha-2,engagement,1865,,"Hatcher's Run (Dabney's Mill, Rowanty Creek, Armstrong's Mill, Vaughan Road), VA — battle, 2/5/1865",37.1305,-77.4853,VA083,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q4871195"
cw-regiments:us-ct-ha-2,engagement,1865,,"Petersburg III (The Breakthrough), VA — engagement, 4/2/1865",37.1776,-77.4774,VA089,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q4462586"
cw-regiments:us-ct-inf-1,engagement,1861,,"Manassas I (First Bull Run), VA — battle, 7/21/1861",38.7509488,-77.4752667,VA005,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates OpenStreetMap"
cw-regiments:us-ct-inf-12,engagement,1862,,"Georgia Landing (Labadieville), LA — action, 10/27/1862",29.8604,-90.9811,LA005,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q2395918"
cw-regiments:us-ct-inf-12,engagement,1862,,"New Orleans, LA — engagement, 4/25/1862",29.9575,-90.06305556,LA002,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q2700708"
cw-regiments:us-ct-inf-12,engagement,1863,,"Fort Bisland (Bethel Place), LA — engagement, 4/12/1863",29.7101,-91.351,LA006,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q2483596"
cw-regiments:us-ct-inf-12,engagement,1863,,"Port Hudson, LA — engagement, 5/22/1863",30.85,-91.05,LA010,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q860295"
cw-regiments:us-ct-inf-12,engagement,1864,,"Cedar Creek (Belle Grove), VA — engagement, 10/19/1864",39.0193,-78.3043,VA122,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q1710916"
cw-regiments:us-ct-inf-12,engagement,1864,,"Fisher's Hill, VA — engagement, 9/21/1864",38.981872512,-78.395911537,VA120,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q766944"
cw-regiments:us-ct-inf-12,engagement,1864,,"Opequon (Third Winchester), VA — engagement, 9/19/1864",39.1956,-78.1325,VA119,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q1626179"
cw-regiments:us-ct-inf-13,engagement,1862,,"Georgia Landing (Labadieville), LA — action, 10/27/1862",29.8604,-90.9811,LA005,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q2395918"
cw-regiments:us-ct-inf-13,engagement,1863,,"Fort Bisland (Bethel Place), LA — engagement, 4/12/1863",29.7101,-91.351,LA006,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q2483596"
cw-regiments:us-ct-inf-13,engagement,1863,,"Irish Bend (Nerson's Woods, Franklin), LA — engagement, 4/14/1863",29.8116,-91.4615,LA007,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q2365622"
cw-regiments:us-ct-inf-13,engagement,1863,,"Port Hudson, LA — engagement, 5/22/1863",30.85,-91.05,LA010,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q860295"
cw-regiments:us-ct-inf-13,engagement,1863,,"Vermillion Bayou, LA — action, 4/17/1863",30.1955,-92.0143,LA008,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q2440681"
cw-regiments:us-ct-inf-13,engagement,1864,,"Cedar Creek (Belle Grove), VA — engagement, 10/19/1864",39.0193,-78.3043,VA122,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q1710916"
cw-regiments:us-ct-inf-13,engagement,1864,,"Fisher's Hill, VA — engagement, 9/21/1864",38.981872512,-78.395911537,VA120,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q766944"
cw-regiments:us-ct-inf-13,engagement,1864,,"Monett's Ferry (Cane River Crossing), LA — engagement, 4/23/1864",31.498,-92.857,LA021,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q2284930"
cw-regiments:us-ct-inf-13,engagement,1864,,"Opequon (Third Winchester), VA — engagement, 9/19/1864",39.1956,-78.1325,VA119,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q1626179"
cw-regiments:us-ct-inf-14,engagement,1862,,"Antietam (Sharpsburg), MD — battle, 9/16/1862",39.473333333,-77.744722222,MD003,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q719252"
cw-regiments:us-ct-inf-14,engagement,1862,,"Fredericksburg I (Marye's Heights), VA — battle, 12/11/1862",38.295,-77.47,VA028,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q751186"
cw-regiments:us-ct-inf-14,engagement,1863,,"Auburn II (Coffee Hill), VA — combat, 10/14/1863",38.7,-77.7,VA041,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q304655"
cw-regiments:us-ct-inf-14,engagement,1863,,"Bristoe Station, VA — engagement, 10/14/1863",38.7234,-77.5418,VA040,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q2170921"
cw-regiments:us-ct-inf-14,engagement,1863,,"Chancellorsville, VA — battle, 4/30/1863",38.3105,-77.6484,VA032,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q745979"
cw-regiments:us-ct-inf-14,engagement,1863,,"Gettysburg, PA — battle, 7/1/1863",39.811388888,-77.225833333,PA002,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q33132"
cw-regiments:us-ct-inf-14,engagement,1864,,"Boydton Plank Road (Hatcher's Run, Burgess' Mill), VA — engagement, 10/27/1864",37.1431,-77.5116,VA079,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q4870539"
cw-regiments:us-ct-inf-14,engagement,1864,,"Cold Harbor (Second Cold Harbor), VA — battle, 5/31/1864",37.59,-77.285,VA062,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q497797"
cw-regiments:us-ct-inf-14,engagement,1864,,"Deep Bottom I (Darbytown, Stawberry Plains, New Market Road, Gravel Hill), VA — engagement, 7/27/1864",37.4359,-77.2609,VA069,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q5452508"
cw-regiments:us-ct-inf-14,engagement,1864,,"Deep Bottom II (New Market Road, Fussell's Mill, Bailey's Creek, Charles City Road, White's Tavern), VA — engagement, 8/13/1864",37.4359,-77.2609,VA071,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q5452508"
cw-regiments:us-ct-inf-14,engagement,1864,,"Jerusalem Plank Road (First Battle of Weldon Railroad), VA — engagement, 6/21/1864",37.1844,-77.3767,VA065,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q4871326"
cw-regiments:us-ct-inf-14,engagement,1864,,"Morton's Ford (Rapidan River), VA — engagement, 2/6/1864",38.3746,-77.904,VA045,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q2600151"
cw-regiments:us-ct-inf-14,engagement,1864,,"North Anna (Telegraph Road Bridge, Jericho Mill, Ox Ford, Quarles Mill, Hanover Junction), VA — engagement, 5/23/1864",37.8862,-77.4943,VA055,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q601317"
cw-regiments:us-ct-inf-14,engagement,1864,,"Petersburg II (Assault on Petersburg), VA — engagement, 6/15/1864",37.1776,-77.4774,VA063,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q4462586"
cw-regiments:us-ct-inf-14,engagement,1864,,"Ream's Station II (Reams' Station), VA — engagement, 8/25/1864",37.0959,-77.4226,VA073,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q5452530"
cw-regiments:us-ct-inf-14,engagement,1864,,"Spotsylvania Court House (Combats at Laurel Hill and Corbin's Bridge, Ni River, Laurel Hill, Po River, Bloody Angle, Piney Branch Church, Harrison House, Harris Farm), VA — operations, 5/8/1864",38.224166666,-77.598055555,VA048,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q1538874"
cw-regiments:us-ct-inf-14,engagement,1864,,"Totopotomoy Creek (Bethesda Church, Crumps Creek, Matadequin Creek, Shady Grove Road, Hanovertown), VA — combat, 5/28/1864",37.634,-77.2987,VA057,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q152158"
cw-regiments:us-ct-inf-14,engagement,1864,,"Wilderness (Combas at Parker's Store, Craig's Meeting House, Todd's Tavern, Brock Road, The Furnaces), VA — battle, 5/5/1864",38.3256854,-77.7258248,VA046,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates OpenStreetMap"
cw-regiments:us-ct-inf-14,engagement,1865,,"Appomattox Court House, VA — engagement, 4/9/1865",37.3775,-78.796111111,VA097,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q1355391"
cw-regiments:us-ct-inf-14,engagement,1865,,"Cumberland Church (Farmville), VA — engagement, 4/7/1865",37.3464,-78.3866,VA094,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q4438390"
cw-regiments:us-ct-inf-14,engagement,1865,,"Hatcher's Run (Dabney's Mill, Rowanty Creek, Armstrong's Mill, Vaughan Road), VA — battle, 2/5/1865",37.1305,-77.4853,VA083,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q4871195"
cw-regiments:us-ct-inf-14,engagement,1865,,"Sailor's Creek (Hillsman Farm, Lockett Farm), VA — engagement, 4/6/1865",37.30551,-78.22797,VA093,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q1497969"
cw-regiments:us-ct-inf-15,engagement,1862,,"Fredericksburg I (Marye's Heights), VA — battle, 12/11/1862",38.295,-77.47,VA028,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q751186"
cw-regiments:us-ct-inf-15,engagement,1863,,"Suffolk I (Fort Huger, Hill's Point), VA — engagement, 4/19/1863",36.7149,-76.5829,VA031,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q4843853"
cw-regiments:us-ct-inf-15,engagement,1865,,"Wyse Fork (Wilcox's Bridge, Wise's Fork, Second Kinston, Second Southwest Creek, Kelly's Mill Pond), NC — engagement, 3/7/1865",35.224,-77.5297,NC017,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q586945"
cw-regiments:us-ct-inf-18,engagement,1863,,"Winchester II, VA — engagement, 6/13/1863",39.18473,-78.16708,VA107,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q765215"
cw-regiments:us-ct-inf-18,engagement,1864,,"Kernstown II, VA — engagement, 7/24/1864",39.13951,-78.1953,VA116,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q4128034"
cw-regiments:us-ct-inf-18,engagement,1864,,"Lynchburg, VA — engagement, 6/17/1864",37.3845,-79.1832,VA064,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q4871619"
cw-regiments:us-ct-inf-18,engagement,1864,,"New Market, VA — engagement, 5/15/1864",38.661944444,-78.670555555,VA110,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q2237043"
cw-regiments:us-ct-inf-18,engagement,1864,,"Piedmont, VA — engagement, 6/5/1864",38.2142,-78.8994,VA111,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q4872035"
cw-regiments:us-ct-inf-20,engagement,1863,,"Chancellorsville, VA — battle, 4/30/1863",38.3105,-77.6484,VA032,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q745979"
cw-regiments:us-ct-inf-20,engagement,1863,,"Gettysburg, PA — battle, 7/1/1863",39.811388888,-77.225833333,PA002,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q33132"
cw-regiments:us-ct-inf-20,engagement,1864,,"Darbytown Road (Alms House), VA — engagement, 10/13/1864",37.483,-77.3574,VA078,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q4870845"
cw-regiments:us-ct-inf-20,engagement,1864,,"New Hope Church, GA — assault, 5/25/1864",33.961,-84.7875,GA010,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q2889502"
cw-regiments:us-ct-inf-20,engagement,1864,,"Peachtree Creek, GA — battle, 7/20/1864",33.8109,-84.4038,GA016,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q636670"
cw-regiments:us-ct-inf-20,engagement,1864,,"Resaca (Lay's Ferry), GA — battle, 5/13/1864",34.5815,-84.9385,GA008,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q2615826"
cw-regiments:us-ct-inf-20,engagement,1864,,"Rocky Face Ridge (Combats at Buzzard Roost, Mill Creek, Dug Gap), GA — demonstration, 5/7/1864",34.74105,-85.01568,GA007,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q3072453"
cw-regiments:us-ct-inf-20,engagement,1865,,"Averasborough (Taylor's Hole Creek, Smithville), NC — battle, 3/16/1865",35.2661,-78.6721,NC019,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q2887919"
cw-regiments:us-ct-inf-20,engagement,1865,,"Bentonville (Bentonsville), NC — battle, 3/19/1865",35.3059,-78.3231,NC020,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q620244"
cw-regiments:us-ct-inf-21,engagement,1862,,"Fredericksburg I (Marye's Heights), VA — battle, 12/11/1862",38.295,-77.47,VA028,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q751186"
cw-regiments:us-ct-inf-21,engagement,1863,,"Suffolk I (Fort Huger, Hill's Point), VA — engagement, 4/19/1863",36.7149,-76.5829,VA031,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q4843853"
cw-regiments:us-ct-inf-21,engagement,1864,,"Chaffin's Farm / New Market Heights (Combats at New Market Heights, Fort Harrison, Fort Johnson, Fort Gilmer, Laurel Hill), VA — battle, 9/29/1864",,,VA075,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates unplaced"
cw-regiments:us-ct-inf-21,engagement,1864,,"Cold Harbor (Second Cold Harbor), VA — battle, 5/31/1864",37.59,-77.285,VA062,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q497797"
cw-regiments:us-ct-inf-21,engagement,1864,,"Fair Oaks & Darbytown Road (Second Fair Oaks), VA — engagement, 10/27/1864",37.494,-77.334,VA080,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q4870994"
cw-regiments:us-ct-inf-21,engagement,1864,,"Petersburg II (Assault on Petersburg), VA — engagement, 6/15/1864",37.1776,-77.4774,VA063,"NPS Civil War Soldiers and Sailors System, battle–unit links (from Dyer) and CWSAC battle summaries; coordinates Wikidata Q4462586"
