id,name,entity_key,record_kind,source,finding_aid_url,organized,mustered_out,history_excerpt
cw-regiments:us-wi-inf-6,6th Wisconsin Infantry,US-WI-INF-6,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,"New Haven September 12, 1861",August 21,"6th REGIMENT INFANTRY. Organized at New Haven September 12, 1861. Left State f 1 >r Washington, D. C, September 17, thence moved to Annapolis, Md.. October 6. Attached to Wright's 3rd Brigade, Sherman's Expeditionary Corps, to April, 1862. 1st Brigade, 1st Division, Dept. of the South, to July, 1862. District of Beaufort, S, C Dept. of the South, to September, 1862. District of Beaufort, 8. C, 10th Army Corps, Dept. of the South, to March, 1863. Jacksonville, Pis,, to April, 1862. District Hilton Head. 8. C, 10th Corps. April, 1863. Folly Island. 8. C, 10th Army Corps to June 1863. 2nd Brigade, United states forces, Folly Island. 8. C. 10th Army Corps to July. 1863. 2nd Brigade. 2nd Division, Morris Island, 8. C. 10th Army Corps, July, 1863. 1st Brigade, Mor- ris Island, 8. C. 10th Army Corps, July, 1863. District of Hilton Head. 8. C. 10th Corps to April. 1864. 3rd Brigade. 1st Division, 10th Army Corps, Dept. of Va. and N. C. to May, 1B64. 2nd Brigade, 1st Division, 10th Army Corps, Dept. Virginia and North Carolina, to December, 1864. 2nd Brigade, 1st Division, 24th Army Corps, to January. 1866. 2nd Brigade, 1st Divi- sion. Terry's Provisional Corps, Dept. of North Carolina, to "
cw-regiments:us-wi-inf-7,7th Wisconsin Infantry,US-WI-INF-7,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,,"7th REGIMENT INFANTRY. — One. at Madison. Wis.. Sept. 2. 1861. Sept., 1861, King's Brig.. McDowell's Dlv., Army Potomac. March, 1*62, 1 Brig., 3 Dlv.. 1 Corps, Army Potomac. April, 1862. 3 Brls.. King's Dlv.. Dept. Rappahannock. June. 1862. 4 Brig.. 1 Dlv.. 3 Corps. Army Vn. Sept . 1862. 4 Brig.. 1 Dlv., 1 Corps. Army Potomac. June. 1R63. 1 Brig., 1 Dlv.. 1 Corps. March. 1864. 1 Brig., 4 Dlv.. 5 Corps. Aug.. 1884, 3 Brig.. 3 Dlv.. 5 Corps. Sept.. 1864. I Brig.. 3 Dlv.. 5 Corps. Mus- tered out July 3, 186G."
cw-regiments:us-wi-inf-8,8th Wisconsin Infantry,US-WI-INF-8,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,"Washington, D","July, 1861","8th BATTALION INFANTRY. Organized at Washington, D. C.. for the defence of that city April. 1861. Attached to Mansfield's Com- mand, Dept of Washington, D. C, to June, 1861. Rock- ville Expedition to July, 1861. SERVICE — Uuty in the Defences of Washington, D. C, till June, 1861. Expedition to Rockville, Md., June 10-July 7. Action at Seneca Mills Juno 17. Great Falls July 7. Mustered out July, 1861. BOYD'S COMPANY MILITIA INFANTRY. Organized at Washington. D. C. for defence of that city April 18. 1861. Mustered out July 16. 1861. CALLAN'S COMPANY MILITIA INFANTRY. Organized at Washington. D. C, for defenco of that city April 22, 1861 Mustered out July 22, 1861. CARRINGTON'S COMPANY MILITIA INFANTRY. Organized at Washington. D. C. for the defence of that city April 13, 1861. Mustered out July 10, 1861. CLARKE'S COMPANY MILITIA INFANTRY. Organized at Washington. D. C, for defence of that city April 24. 1861. Mustered out July 24. 1861. CROSS' COMPANY MILITIA INFANTRY. Organized at Washington, D. C, for defence of that city April 22, 1861. Mustered out July 15, 1861. DEGGB'S COMPANY MILITIA INFANTRY. Organized at Washington, D. C, for defence of that city April 17, 1861. Mustered out"
cw-regiments:us-wi-inf-10,10th Wisconsin Infantry,US-WI-INF-10,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,,"10th REGIMENT INFANTRY. — Jany.. 1862. Def. Washington. March. 1862. Sykes' Regular Infv. Re- rerve Brig., Potomac. May, 1862. 2 Brig.. 2 Div., 5 Corps. Potomac. Aug.. 1863, Dept. East. April. 1864, 1 Brig., I Dlv,. 9 Corps. Potomac June. 1864. 1 Brig.. 2 Dlv.. 6 Corps. Potomac Oct.. 1864. Headqrs. Army Potomac Nov.. 1864, Dept. East. April. 1866. Hes.lnrs. Armv Potomac. May. 1866. Dept. Washington. D. C. to Oct.. 1865."
cw-regiments:us-wi-inf-11,11th Wisconsin Infantry,US-WI-INF-11,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,"Hartford October 24 to November 14, 1861","December 21, 1865","11th REGIMENT INFANTRY. Organised at Hartford October 24 to November 14, 1861. Left State (or Annapolis, Md., December 16. and duty there till January 6. 1862. Attached to WIlHiim*' Brigade, Burnslde's Expeditionary Corps, to April. 1862. 2nd Brigade. 2nd Division. Dept. of North Carolina, to July. 1862. 2nd Brigade. 3rd Division. 9th Army Corps. Army of the Potomac, to April, 1863. 2nd Brigade. 2nd Division. 7th Army Corps, Dept. of Va.. to July. 1863. 2nd Brigade. Getty's Division, Portsmouth, Va.. Dept. of Va. and N. C, to October. 1863. United States forces, Yorktown, Va., Dept. Vs. and N. C. to April, 1864. 2nd tirlgade, 2nd Division, 18th Army Corps. Dept. Va. and N. C . to October. 1864. Provisional Division, Army of the James, to December, 1864. 1st Brigade, 3rd Divi- sion, 24th Army Corps, Dept. of Va., to July. 1865. 1st Independent Brigade, 24th Army Corps to August, 1866. Dept. of Virginia to December, 1865. SERVICE— Burnslde's expedition to Hatteras Inlet and Roanoke Island, N. C, January 7-February 8, 1862. Battle of Roanoke Island February 8. At Roanoke Island till March 11. Moved to Newberne March 11-13. Battle of Newberne March 14. Duty at Newberne till July. Moved"
cw-regiments:us-wi-inf-12,12th Wisconsin Infantry,US-WI-INF-12,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,"Hartford November 19 to December 3, 1861","August 12, 1866","12th REGIMENT INFANTRY. Organized at Hartford November 19 to December 3, 1861. Left State for 8hlp Island, Miss., February 24, 1862. arriving there March 9. Attached to 1st Brigade, IOI2 Dept. Of the Gulf, to October, 1K62. Weltzel's Reserve Urlg*de, Dept. of the Golf, to January, 1863. 2nd Bri- gade, 1st Division, 19th Army Corps, Dept. of the Gulf, to August, 1863. 3rd Brigade, lit Division, 19th Army Corps, to February, 1864. 2nd Brigade, 1st Division, 19th Army Corps, Dept. Gulf, to July. 1864. and Army of the Shenandoah, Middle Military Division, to April, 1866. 2nd Brigade, 1st Provisional Division. Army Shen- .mdoah, April 1866. 2nd Brigade. Dwlght's Division, Dept. of Washington, to June, 1865. District Of Savan. nah. Dept. of the South, to August. 186S. SERVICE.— Duty at Ship Island, Miss., tM April 16, 1862. Operations against Fort St Phillip and Jackson, Mississippi River, April 16-28. Occupation of New Or- leans, La., May 1, the first regiment to land. Duty at Camp Parapet and Carroll ton till October. Expedition to Lake Pontch art rain. Pass Manchac and up Tche- fnncta and Pearl rivers July 26-Auguat 2. Skirmishes at Madlaonvllle and near Covington July 27. Opera- tion"
cw-regiments:us-wi-inf-13,13th Wisconsin Infantry,US-WI-INF-13,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,"New Haven November 26, 1861, to Jan- uary 7","at Fort Pulaski, Ga","13th REGIMENT INFANTRY. Organised at New Haven November 26, 1861, to Jan- uary 7. 1862. Left SUte for Ship Island, Miss., March 17, 18(2, arriving there April 13. Attached to 1st Bri- gade, Department of the Gulf, to September, 1862. Weitzel'B Reserve Brigade, Dept. Gulf, to December, 1862. Grovel's Division, Dept. of the Gulf, to January, 1863. 8rd Brigade, 3rd Division, 19th Army Corps, Dept. of the Gulf, January, 1862. 2nd Brigade, 4tb Division, 19th Corps, to March, 1863. 3rd Brigade, 4th Division, 19th Corps, to Auguat, 1863. 1st Brigade, 4lh Division, 19th Corps, to February, 1864. 2nd Brigade. 2nd Di- vision, 19th Corps, Dept. Gulf, to July, 1864, and Army of the Shenandoah, Middle Military Division, to Jan- uary, 1865. District of Savannah, Ga., Dept. of the South, to March, 1866. 1st Brigade. 1st Division. 10th Army Corps. Dept. of North Carolina, to April, 1866. District of Georgia, Dept. of the South, to April, 1866. SERVICE. — Operations against Forts St. Phillip and Jackson, Mississippi River, April 16-28, 1862. Occupa- tion of New Orleans, La.. May 1. Duty at Camp Par- apet and Carrollton till October. Expedition to Pass Manchac and Ponchaloula September 13-16 (Detach"
cw-regiments:us-wi-inf-14,14th Wisconsin Infantry,US-WI-INF-14,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,,"14th REGIMENT INFANTRY. Organ tied at Hartford August 23, 1862. Lett State for Washington, D. C, Auguat 25. Attached to 2nd Brigade, 3rd Division. 2nd Army Corps, Army of tho Potomac, to March, 1864. 3rd Brigade, 2nd Division, 2nd Army Corps, to May, 1865. SERVICE. — Camp at Arlington, Va.. till September 7, 1862. Moved to Rockvllle. Md., September 7-8. Battle of Antletam, Md., September 16-17. Moved to Harper's Ferry, W. Va., September 22 and duty there till October 30. Reconnoissanoe to Chariestown October 16-17. Ad- vance up Loudon Valley and movement to Falmouth, Va., October 30-November 17. Battle of Fredericksburg December DM5. Duty at Falmouth Ull April 27. Chan- cellorsvllle Campaign April 27 May 6. Battle of Chan- cellorsvilie May 1-8. Gettysburg (Pa.) Campaign June 11-July 24. Battle of Gettysburg July 1-4. Advance from the Rappahannock to the Rapldan September 13- 17. Brlstoe campaign October 9-22. Action at Briatoe Station October 14. Advance to line of the Kappahan Decen^beVrCm2b ? Al Stevensbu^Ta^'ui I ^p'ril .'""Tsfi I . Demonstration on the Rapldan February 6-7. Cam- paign from the Rapldan to the James May-June. Bat- tles of the Wilderness May 6-7. 8pottaylranla May "
cw-regiments:us-wi-inf-15,15th Wisconsin Infantry,US-WI-INF-15,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,Feby,"15th REGIMENT INFANTRY. — Org. at Madison. Wis.. Feby 14. 1862. March. 1862. Flotilla Brig.. Army Xllss. April. 1862, Garrison at iBland No, 10. July. 1862. 2 Brig., 4 Dlv., Army Miss. Sept.. 1862. 31 Brig., 9 Dlv., Army Ohio. 8«pt.. 1862. 31 Brig-, 9 Dlv.. 3 Corps, Army Ohio. Nov., 1862. 2 Briar.. 1 Dlv.. Right Wing 14 Corps, Cumb'd. 2 Brig.. 1 Dlv.. 20 Corps. Cumb'd. March. 1863. 3 Brig., 1 Dlv., 20 Corps. Oct., 1863, 1 Brig.. 3 Dlv.. 4 Corps. Cumb'd. Nov.. 1864, 2 Brig.. 1 Separate Dlv., Dint. Etowah. Dept. Cumb'd. Mustered out Feby. 13, 1865. 1filh REGIMENT INFANTRY— Org. at Madison, Wis., Janv, 31, 1862. March. 1862, 1 Brig.. 6 Dlv.. Tenn. July. 1862, 1 Brig. 6 Dlv.. Dlst. Corinth. Miss. Nov., 18K2, 1 Brig., 6 Div.. Left Wing 13 Corps. Tenn. Dec. 1862, 1 Brig.. « Dlv.. 16 Corps. Jany.. 1863. 1 Brig., 6 Div., 17 Corps, Tenn. Sept.. 1863. 1 Brig.. 1 Dlv.. 17 Corps. April. 18C4. 1 Brig.. 3 Dlv., 17 Corps. Mustered out July 12, 1865."
cw-regiments:us-wi-inf-17,17th Wisconsin Infantry,US-WI-INF-17,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,"Bridgeport August 28, 1862",at Harper's Ferry,"17th REGIMENT INFANTRY. Organised at Bridgeport August 28, 1862. Left State for Baltimore, Md., September 3. Attached to Defences of Baltimore, Md., 8th CorpB, Middle Dept.. to October, 1862. 2nd Brigade. 1st Division, 11th Army Corps, Army of the Potomac, to August 1863. 2nd Brigade, Gordon's Division, 8outb End Folly Island, S. C. 10th Corps. Dept South, to February, 1864. 1st Brigade, Ames* Division. District of Florida, Dept. South, to April. 1864. District of Florida, Dept. South, to October, 1864. 4th Separate Brigade, District Florida. Dept South, to July, 1866. SERVICE.— Duty at Fort Marshall, Defences of Bal- timore, till October. 1862. At Tennallytown, building Fort Kearney. October 16-November 3. March to Thor- oughfare Gap and Chuntllly November 3-12. Duty at Brook's Station. Va., December, 1862, to April. 1863. ""Mud March"" January 20-24, 1863. Cbancellorsvllle Campaign April 27 -May 6. Battle of Cbancellorsvllle May 1-6. Gettysburg (Pa.) Campaign June 11- July 24. Haul* ot Gettysburg July 1-3. Hagerstown, Md., July 11-13. Moved to Folly Island. S. C. AuguBt 1-12. Siege operations on Morris Island. S. C, against Forts Wagner and Gregg, and against Fort Sumter and Charle"
cw-regiments:us-wi-inf-18,18th Wisconsin Infantry,US-WI-INF-18,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"July 18, 1865","18th REGIMENT INFANTRY. — Or*, at Milwaukee, Wis.. March 15. 1862. April. 1862. 2 BriK.. 6 Dir.. TentL July, 1862, 2 Brig.. 6 Div., Dlst. of Corinth. Miss. Nov., 1862, 2 Brig., 6 Div.. Left Wing 13 Corps. Tenn. Dec, 1862. 2 Brig.. 6 Div., 16 Corp*. Tenn. Jany.. 1863. 2 Brig.. 6 Div.. 17 Corps. May. 1863. 1 Brig.. T Div.. 17 Corps. Sept. 1863. 1 Brig., 2 Div., 17 Corps. Dec. 1863, 1 Brig.. 3 Div.. 15 Corps. April, 1865, 2 Brig.. 4 Div.. IS Corps. Non-veterans attached to 93rd 111. Infy.. Nov.- Dec.. 1864. Veterans attached to 1 Brig.. 1 Prov'l Div.. Dept. Cumb'd, Dec.. 1864. .0 Feby.. 1865. Dlst. of New Berne, N. C. to April. 1866.) Mustered out July 18, 1865."
cw-regiments:us-wi-inf-20,20th Wisconsin Infantry,US-WI-INF-20,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,New Haven September 8,,"20th REGIMENT INFANTRY. Organised at New Haven September 8. 1862. Left State for Washington, D. C, September 11. Attached to 2nd Brigade, 1st Division, 12th Army Corps. Array of the Potomac, to May, 1863. 1st Brigade, 1st Division, 12th Army CorpB, Army of the Potomac, to October. 1863, and Army of the Cumberland to April. 1864. 1st BriKade, 1st Division, 20th Army Corps, Army of the Cumberland, April, 1864. 2nd Brigade, 3rd DivlBlon, 20th Army Corps, to May, 1864 . 3rd Brigade, 3rd Divi- sion, 20th Army Corps, to June, 1865. SERVICE. — Duty In the Defences of Washington till September 29, 1862. Moved to Frederick, Md., Septem- ber 29, thence to Sandy Hook October 2. March to Fredericksburg, Va., December 10. Duty at Fairfax Station, Va., December 14. 1862, to January 19, 1863. Moved to Stafford C. H. January 19-23. and duty there tilt April 27. Chancellorsville Campaign April 27-May 6. Battle of Chancelloravllle May 1-5. Gettysburg Ua.) Campaign June 11 July 24. Battle of Gettysburg July 1-3. Near Raccoon Ford till September 24. Moved to Brandy Station, thence to Bealeton and to Stevenson. Ala., September 24-October 3, Guard duty along Nash- ville ft Chattanooga R. R. till April, "
cw-regiments:us-wi-inf-21,21st Wisconsin Infantry,US-WI-INF-21,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,"Norwich September 6, 1862",,"21st REGIMENT INFANTRY. Organized at Norwich September 6, 1862. Left State for Washington, D. C, September 11. Attached to 2nd Brigade, 3rd Division, 9th Army Corps, Army of the Potomac, to January, 1863. 3rd Brigade. 3rd Division, 9th Army Corps, to April, 1863. 3rd Brigade. 2nd Divi- sion, 7th Army Corps. Dept of Virginia, to July, 1863. 3rd Brigade. Getty's Division, Portsmouth, Va.. Dept, of Virginia and North Carolina, to October. 1863. Heck- man's Command, Newport News, Va., Dept. Virginia and North Carolina, to February, 1864. Defences of Newberne, N. C., Dept. Virginia and North Carolina, to March, 1864. Sub-District of the Pamlico, N. O. Dept. Virginia and North Carolina, to May, 1864. 3rd Brigade, 1st Division, 18th Army Corps, Dept. of Virginia and North Carolina, to December, 1864. 3rd Brigade. 3rd DivlBlon, 24th Army Corps. Dept of Virginia, to June, 1566. SERVICE — Duty at Arlington Heights. Va., Defences of Washington, D. C till November, 1862. March to Fuiuiouth, Va., November 7-19. Battle of Fredericks- burg, Va., December 12-15. Burnsldo's 2nd Campaign, ""Mud March,"" January 20-24. 1863. Moved to Newport News, Va., February 6-9, thence to Suffolk, Va., March 13. Si"
cw-regiments:us-wi-inf-22,22nd Wisconsin Infantry,US-WI-INF-22,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,Hartford and mustered In September 20,July 7,"22nd REGIMENT INFANTRY. Organized at Hartford and mustered In September 20. 1862. Left State for Washington, D. C, October 2. Attached to 2nd Brigade, Abercromble's Division, Mili- tary District of Washington, and 22nd* Army Corps. Dept. of Washington, to April. 1863. 1st Brigade, 3rd REGIMEN TAL HIS TORIES 1015 Division, 7th Army Corps, Dept. of Virginia, to May. 1863. 2nd Brigade. 2nd Division. 4th Army Corps, Dept. of Virginia, to July. 1863. SERVICE.— Picket duty at Langley'a, Va„ on Wuh- lngton and Leesburg Turnpike, Defences of Washington, D. C. UJ1 October St. 1868. At Miner's Hill till Febru- ary 12. 1863. Expedition to Intercept Stuart's Cavalry December 29-30, 1862. Fatigue duty, building Forts CralE. McDowell and McClollan. Defences of Washing- ton. tUI April 14, 1863. Moved to Suffolk. Va.. April 14-16. 81ege of Suffolk April 16-May 4. 8iege of Suf- folk raised Hay 4. Moved to West Point, York River, Va., May 5. and duty there till June 9. Reconnoiseance to the Chlckahomlny June 9-10. Left Yorktown for home Mustered out July 7. 1863."
cw-regiments:us-wi-inf-23,23rd Wisconsin Infantry,US-WI-INF-23,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,New Haven November 14,August 31,"23rd REGIMENT INFANTRY. Organised at New Haven November 14. 1862. Left 8tate for Bast New York November 17. thence sailed for Ship Island, Miss., and New Orleans, La.. November 29, arriving there December 17. (Part of Regiment did not reach New Orleans until January 16, 1868, hav- ing been stranded on Bahama Islands.) Attached to Defences of New Organs and District of La Fourche. Dept. of the Golf. 8ERVICE. — Duty at Camp Parapet, Defences of New Orleans, till January 11, 1863. Moved to Algiers Janu- ary 11, thence to Berwick Bay. Provost duty at Bra shear City till February 9. Duty along Opelousas R. R. from Berwick Bay to Jefferson, Headquarters at La Fourche, till Jane, at following points: Company ""D"" at Jefferson, Company ""G' at 8t. Charles, Company ""t ■ at Boutte Station, Company ""C"" at Bayou dee Alle- mandB, Company ""H"" at Receland, Company ""B"" at La Fourche till April 1, then at NapoloonvUle. Terre Bonno; Company ""K"" at Tlgersville, Company ""A"" at Bayou Boeuf till March 1, thence moved to Bayou des Alle- mands and to Labadievllle April 1; Company ""E"" at Bayou Romans till March 1, Companies ""E"" and ""I"" at La Fourche March L Duty at these points till June. Company ""A"" moved t"
cw-regiments:us-wi-inf-24,24th Wisconsin Infantry,US-WI-INF-24,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"June 10, 1865","24th REGIMENT INFANTRY. — Org. at Milwaukee, Wis.. Aug. 15, 1862. Sept., 1862, 37 Brig.. 11 Div.. Army Ohio. Sept.. 1862. 37 Brig.. 11 Div.. 3 Corps. Army Ohio. Nov.. 1862. 1 Brig., 3 Div.. Right Wing 14 Corps, Cumb'd. Jany., 1863. 1 Brig., 3 Div., 20 Corps, Cumb'd. Oct.. 1863, 1 Brig.. 2 Div., 4 Corps, Cumb'd. Mustered out June 10, 1865."
cw-regiments:us-wi-inf-25,25th Wisconsin Infantry,US-WI-INF-25,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,June 7,"25th REGIMENT INFANTRY.— Org. at LaCrosse. Wis.. Sept. 14. 1862. Sept., 1862. Dept. Northwest. Feby., 1863, Dlst. Columbus. Ky., 6 Div.. 16 Corps, Tenn. May. 1863. 3 Brig.. Kimball's Prov'l Div.. 16 Corps. July. 1863. 3 Brig., Kimball's Div., Dlst. Eastern Ark. Aug.. 1863, Helena. Ark.. 2 Brig., 2 Dlv„ Army of Ark. Jany.. 1864. Dlst. Eastern Ark.. 7 Corps. Jany., 1864, 1 Brig., 4 Div., 16 Corps. Tenn. March. 1864. 2 Brig., 4 Div.. 16 Corps. Sept., 1864. 2 Brig., 1 Div.. 17 Corps. Mustered out June 7. 1865."
cw-regiments:us-wi-inf-26,26th Wisconsin Infantry,US-WI-INF-26,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,"Norwich November 10, 1862","August 17, 1863","26th REGIMENT INFANTRY. Organised at Norwich November 10, 1862. Left Sta'e for East New York November 12, thence sailed for Ship Island and New Orleans, La.. November 29. arriving December 16. Attached to Sherman a Division. Dept. of the Golf, to January, 1863. 1st lirlgade, 2nd Division, 19th Army Corps, Dept. of the Gulf, to August, 1863. SERVICE. — Duty at Camp Parapet till May, 1863. Moved to Sprlngfleld Landing May 20. Siege of Port Hudson May 24-Ju)y 9. Assaults on Port Hudson May 27 and June 14. Surrender of Port Hudson July 9. Mustered out August 17, 1863. Regiment lost during service 4 Officers and 61 Enlist- ed men killed and mortjilly wounded and 1 Officer and 89 Enlisted men by disease. Total 14S."
cw-regiments:us-wi-inf-27,27th Wisconsin Infantry,US-WI-INF-27,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,"New Haven October, 1862",July 27,"27th REGIMENT INFANTRY. Organised at New Haven October, 1862. Left State for Washington, D. C, October 22. Attached to Mili- tary District of Washington to November, 1862. 3rd unmade, 1st Division, 2nd Army Corps. Army of the Potomac, to April. 1863. 4th Brigade, 1st Division, 2ud Army Corps, to July, 1863. SERVICE. — Duty In the Defences of Washington, D. C, till November 7. 1862. Advance to Falmouth, Va.. November 7-19. Battle of Fredericksburg, Va, December 12-16. ""Mud March"" January 20-24. 1863. At Falmouth till April 27. Chancellorsvllle Campaign April 27-May 6. Battle of Chancellorsvllle May 1-5. Gettys- burg (Pa.) Campaign June 11 -July 24. Battle of Getty*, burg July 1-3. Mustered out July 27. 1863. Regiment lost during service 4 Officer a und 42 Enlist- od men killed and mortally wounded and 22 Enlisted men by disease. Total 66."
cw-regiments:us-wi-inf-29,29th Wisconsin Infantry,US-WI-INF-29,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,October 24,"29th REGIMENT INFANTRY (COLORED). Organ I ied at Fair Haven and mustered In March 8, 1864. Left State (or Annapolis, Md., March 19. Moved to Beaufort. S. C, April 813, and duty there till August 8. Attached to District ot Beaufort. Dept. of the South. April to August, 1864. 1st Brigade, 3rd Division, 10th Army Corps. Army of the James, Dept. Virginia and North Carolina, to December, 1864. 2nd Brigade, 3rd Division, 25th Army CorpB, to January, 1865. 2nd Bri- gade, 1st Division. 26th Army Corps, to April, 1S6& DlBtrict of SL Marys, 32nd Army Corps, Dept. of Wash- ington, to May, 186S. 2nd Brigade. 1st Division, 25lh Army Corps, Dept. of Texas, to October, 1866. SERVICE.— Moved from Beaufort. 8. O, to Bermuda Hundred, Va., August 8-13, 1864. Siege operations against Petersburg and Richmond August 13, 1864. to April 2. 1865. Demonstration on North Side of the James August 13-20. 1864. Deep Bottom, Strawberry Plains, August 14-18. Duty in the trenches before Petersburg August 26-8eptember 24. New Market Heights and Fort Harrison September 28-29. Chatfin's Kann September 29-30. Darbytown Road October 13. Battle ot Fair Oaks October 27-28. Duty in trenches be- fore Richmond till April. 1"
cw-regiments:us-wi-inf-30,30th Wisconsin Infantry,US-WI-INF-30,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,Fair Haven (4 Cos,,"30th REGIMENT INFANTRY (COLORED). Organized at Fair Haven (4 Cos.) March, 1864. Moved to Annapolis, Md. Consolidated with 31st D. S, C. T. May 18, 1864. (See that Regiment) DAKOTA VOLUNTEERS."
cw-regiments:us-wi-inf-31,31st Wisconsin Infantry,US-WI-INF-31,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,July 8,"31st REGIMENT INFANTRY- Cos A to F, org. at Prairie rtu Chlen. Wis., Oct. 9, 1862. Co's O. H, I. K, org. at Racine. Wis.. Dec 24. 1862. March. 1863, Dlst. Columbus. Ky. 6 Div., 16 Corps. Tenn. Oct.. 1863, Unatt.. Dept. Cumb'd. Nov., 1863, post Murfreesboro, Tenn.. Dept. Cumb'd. Jany., 1864, 2 Brig.. Rousseau's 3 Dtv., 12 Corps. Cnmh'd. April. 1864. Unatt.. 4 Div., 20 Corps, Cumb'd. July. 1864. 3 Brig.. 1 Div., 20 Corps, Cumb'd. Mustered out July 8. 1865. 32ml REGIMENT INFANTRY. — Org. at Oshkosh. Wis.. Sept. 25. 1862. Nov.. 1862. 5 Brig.. Dlst. Memphis, Tenn., 13 Corps, Dept. Tenn. Nov.. 1862. 3 Brig., 1 Div., Dlst. Memphis. 13 Corps. Dec. 1862. 3 Brig., 8 Div., 16 Corps. Tenn. March. 1862. 2 Brig., Dlst. Memphis, Tenn . 5 Div., 16 Corps. Dec, 1863. 3 Brig.. 1 Cav. Div., 16 Corps. Jany.. 1864, 2 Brig., 4 Div.. 16 Corps. March, 1864, 3 Brig. 4 Div.. 16 Corps. Sept.. 1864, 3 Brig., 1 Div., 17 Corps. Mustered out June 12. 1866."
cw-regiments:us-wi-inf-33,33rd Wisconsin Infantry,US-WI-INF-33,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,,"33rd REGIMENT INFANTRY. — Org. at Racine. Wis.. Oct. 18. 1862. Nov.. 1862. Res. Brig., 5 Div., Dlst. Mem- phis. Tenn., 13 Corps, Dept. Tenn. Dec. 1862, 1 Brig., 4 Div.. 17 Corps. Jany., 1863. 1 Brig.. 4 Div., 16 Corps. July, 1863, 1 Brig., 4 Div., 13 Corps. Aug., 1863, 1 Brig.. 4 Div., 17 Corps. March, 1864. 1 Brig.. Prov'l Div., 17 Corp*, Gulf. Juno. 1864, Detached Brig.. 17 Corps, and 4 Brig.. 1 Div.. 16 Corps. Dec, 1864, 1 Brig., 3 Div . Detachment Army Tenn.. Dept. Cumb'd. Feby., 1865. 1 Brig.. 3 Dir.. 16 Corps, Mil. Div. West Miss. Mus- tered out Aug. 9. 1865."
