id,name,entity_key,record_kind,source,finding_aid_url,organized,mustered_out,history_excerpt
cw-regiments:us-al-inf-1,1st Alabama Infantry,US-AL-INF-1,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,Aug,"1st REGIMENT COLORED TN PANTRY. — Org. at Urge Mav 1. 1863. Mav. 1R63, Post Goodrich Landing. L»„ Dist. N. E. T*.. Dent. Tenn. Janv.. 1864, 1st Colored Brig, Dist. VMeshiirg. Miss, Dept. Tenn. Designation changed to 46th «'. «. Colored Troops May II. 1864. 2nd REFITMENT INFANTRY — Org. at SnringnVld. Mo. and Port Smith. Ark, Oct, 1862. Oct, 1862. I'natt, Dist. Frontier. Dept. Mo. Jany.. 1884. Unatt.. Dist. Frontier. 7 Corps. Dept. Ark. Janv, 1864, 2 Brig, Dist. Frontier, 7 Corps. Dept. Ark. M»v, 1864. 2 Brig, 2 Div, 7 Cnrps, Dent Ark. Dee. 1864. 1 Brig, Frontier Div, 7 Corp*. Dept. Ark. P-hv„ 1865. I Brig, 3 Div, 7 Corps, Dept. Ark. Mustered out Aug. 8. 1865."
cw-regiments:us-al-inf-3,3rd Alabama Infantry,US-AL-INF-3,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,,"3rd REGIMENT COLORED INFANTRY— Org. at P\ila«ki, Tenn, Jany. 13, 1864. Jany, 1864, Garrison Pulaski. Tenn. Designation changvd to 1 11th V. S. Col ored Troops, June 25, I8«4."
cw-regiments:us-al-inf-4,4th Alabama Infantry,US-AL-INF-4,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,,"4th REGIMENT INFANTRY. — Org. at Fort Smith. Ark, Jany. to May. 1864. Jany, 1864, Dist, N. E. Ark, Dept Ark. June. 1864, Fort Smith, Ark, Dist. Frontier, 7 Corps. Dent. Ark. Transferred to 2nd Arkansas Infantry Oct. 2, 1864."
cw-regiments:us-al-cav-1,1st Alabama Cavalry,US-AL-CAV-1,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,Aug,"1st REGIMENT CAVALRY.— Org. at Springfield, Mo, June 10. 18(12. June. I8B2, Dist. S. W. Mo, Dept. Mo. Oct., 1802, 1 Brig, 3 Div, Array Frontier, Dept. Mo. Dee, 1802. Inatt.. Army Frontier. Dept. Mo. June, 1863, Dist. S. W. Mo.. Dept. Mo. June, 18G4, 3 Brig, Frontier Div, 7 Corns, Dept. Ark. Frbv, I8«5. 2 Brig, 3 Div, 7 Corps, Dept. Ark Feby, 1H05, 1 Brig, 3 Div, 7 Corps, Dept. Ark. Mustered out Aug. 22. 1865."
cw-regiments:us-al-cav-2,2nd Alabama Cavalry,US-AL-CAV-2,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,,"2nd REGIMENT CAVALRY. — Org. at Springfield and Pilot Knob, Mo.. July, 18H2. July, 1802, Dist. S. W. Mo, Dept. Mo. Jnlv, 1862, Helena, Ark, Dist. Eastern Ark, Dept. Mo. Dec], I*«2. 2 Brig, 3 Cav. Div, Dist. Eastern Ark, Dept. Tenn. Jany . 18fi3, 2 Brig, 2 Cav. Div, 13 Corps. Dept. Tenn. April,' 1863, 2 Brig, Cav. Div, Dist. Eastern Ark.. Dept. Tenn. May. 1803, Dist. S. W. Mo, Dept. Mo. Di-e, 186-1, Dist. West. Tenn, Dept. Tenn. Febv, 1S63. 1 Brig.. Cav. Div, Dist. West Tenn. Mus- tered out Aug 20. 1865."
cw-regiments:us-al-cav-3,3rd Alabama Cavalry,US-AL-CAV-3,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,,"3rd REGIMENT CAVALRY.— Org. at Little Rock. Ark, Febv.. 1864. Febv, 1884, Little Rock, Ark, 7 Corps, Dept. Ark. Mav. 1864, 3 Brig.. 2 Div, 7 Corps, Dept. Ark. Sept, 1861, 4 Brig.. Cav. Div, 7 Corps. Feby. 1885, Post l.cwi»l>ilrg. Ark. Musterrd out June 30, 1865."
cw-regiments:us-al-cav-4,4th Alabama Cavalry,US-AL-CAV-4,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,June 30,"4th REGIMENT CAVALRY.— Org. at Urge Dec, 1863. Dee.. 1803. Post Little Roek, Ark, Dept. Ark. May. 1804, •I Brig.. Cav. Div, ' Corps, Dept. Ark. Sept, 1864, 3 Brig, 1 Div, 7 Corps, Dept. Ark. Feby, 1805, L'naasignrd, 7 Corps, Dept. Ark. Feny, 1885, Cav. Brig, Post Little Kock. Ark. Mustered out June 30. 1865."
cw-regiments:us-al-la-art-1,1st Alabama Light Artillery,US-AL-LA-ART-1,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,Aug,"1st BATTERY LIGHT ARTILLERY. — Org. at Spring- field. Mo, Aug 31, 18*13. Aug, 1863, Dist. 8. W. Mo, Dept. Mo. March, 1864, 2 Brig, Dist. Frontier, 7 Corps, Dept. Ark. Febv, 1865, Artv, 3 Div, 7 Corps, Dept. Ark. Feby, 1865. 1 Brig, 3 Div, 7 Corps, Dept. Ark. Mustered out Aug. 10. 1865. 1st COLORED BATTERY LIGHT ARTILLERY. -Org. at Pine Bluff, Ark, June 4, 1864. June, 1864, Post Pine BhifT, Ark, 7 Corps, Dept. Ark. Designation changed to Battv. ""H,"" 2nd f. S. Colored Light Artillery, Dee. IS, 1864'"
cw-regiments:us-al-unk-2,2nd Alabama 0o1,US-AL-UNK-2,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,,"2nd REGIMENT 0O1.OHED INFANTRY. — Org. In Ar- kansas at large Kept. 4. 1863. Rent, 1863. Dist Bast. Ark, Dept. ArV-. Janv, 1864. Dist. Fast, Ark, 7 Corps. Dept. Ark. Designation changed to 54th t\ S. Colored Troops, Mareh II. 1884."
cw-regiments:us-al-unk-3,3rd Alabama Cot,US-AL-UNK-3,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,,"3rd REGIMENT COT.ORED INFANTRY. — Org. at St. Louis. Mo, Aug. 12. 1863. Sept, 1863. Dist. East. Ark, Dept. Ark. .Tsnv, 1864. Dist. East. Ark, 7 Corps, Dept. Ark. Designation changed to 66th U. S. Colored Troops March 11. 1864."
cw-regiments:us-al-inf-5,5th Alabama Infantry,US-AL-INF-5,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,,5th REGIMENT COLORED INFANTRY. — (See I12th I'. S. Colnred Troops.) flth REGIMENT COLORED INFANTRY. — ( See 113th V. 8. Colored Troops.)
cw-regiments:us-ca-cav-1,1st California Cavalry,US-CA-CAV-1,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,Oct,"1st REGIMENT CAVALRY. — Org. in California at large Aug, 1861. Aug, 1861, Dept. Pacific. Jany, 1863, Dept. New Mexico. Mustered out Oct. 19, 1866."
cw-regiments:us-ca-cav-2,2nd California Cavalry,US-CA-CAV-2,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,Julv 12,"2nd REGIMENT CAVALRY.— Org. at San Francisco, fill, Sept. 5 to Oct. 18, 1861. Duty in Dept. Pacific. Mustered out Julv 12. I860."
cw-regiments:us-ca-inf-1,1st California Infantry,US-CA-INF-1,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"April 1, 1862","1st REGIMENT INFANTRY. — OTg. at Denver and Camp Weld, Colo., Aug. 26 to Dec 14, 1861. Duty in Dist. Colo. Designation changed to 1st Colorado Cavalry Nov. 1, 1868. 2nd REOIMENT INFANTRY. — Org. at Fort Oarland. Central Cltv, Fort Lvon and Denver, Dec. 1861. Dec, 1861, Dist. Coin. .Tune, 1863, Dist. 8. E. Mo., Dept. Mo. June, 1863, Dist. Frontier, Dept. Mo. July, 1863, Dist Rorder, Dept. Mo. Dec. 1863, Dist. St Louis. Mo.. Dept. Mo. Consolidated with 3rd Colorado Infantry Oct., 1863, to form 2nd Colorado Cavalrv. Srd REGIMENT INFANTRY. — Org. at Denver and Camp Weld, Colo.. Sept.. 1862. Sept., 1862, Dist. Colo. Febv., 1863, Dist. S. K. Mo., Dept. Mo. July, 1863, Reserve Cav. Rrig.. 1st Cav. Div.. Dist. S. E. Mo.. Dept. Mo. Julv, 1863, Dist. S. E. Mo., Dept. Mo. Consolidated with 2nd Colo- rado Infantrv to form 2nd Colorado Cavalry Oct., 1863. DENVER CITY HOME GUARD. — Org. at Denver Aur. to Oct., 1861. Duty in Dist Colo. Mustered out April 1, 1862."
cw-regiments:us-ca-unk-1,1st California Mountaineers,US-CA-UNK-1,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"June 14, 1865","1st BATTALION MOUNTAINEERS.— Org. in California at large Mav 30. 1863. to March 10, 1864. Duty in Dept. Pacific. Mustered out June 14, 1865."
cw-regiments:us-ca-inf-2,2nd California Infantry,US-CA-INF-2,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"Julv 2, I860","2nd REGIMENT INFANTRY.— Org. at San Francisco and at Carson Citv Sept. 2 to Dee. 30, 1861. Duty in Dept. Pacific. Mustered out Julv 2, I860."
cw-regiments:us-ca-inf-3,3rd California Infantry,US-CA-INF-3,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"July 26, 1666","3rd REGIMENT INFANTRY. — Org. at Stockton and Benicia Barracks Sept. 15 to Dee 3, 1861. Duty In Dept. Pacific. Mustered out July 26, 1666. II4"
cw-regiments:us-ca-inf-4,4th California Infantry,US-CA-INF-4,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"April 18, 1886","4th REGIMENT INFANTRY— Org. at Sacramento, Plaecrville unci Auburn Sept. and Oct., 1861. Duty in Dept. Pociflc. Mustered out April 18, 1886. Stfa REGIMENT INFANTRY.— Org. at various points Sept. to Nor., 1861. Duty in Dept. Pacific and Dept. New Mexico. Mustered out Nor. 27 to Dec. 14, 1864. 6th REOIMENT INFANTRY. — Org. at San Francisco Oct. 21, 1862. Duty in Dept Pacific. Mustered out Oct, 26 to Dec.. 20, 1865."
cw-regiments:us-ca-inf-7,7th California Infantry,US-CA-INF-7,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,June 28,7th REGIMENT IN FANTRY. — Org. at large Oct- to Dec.. 1864. Duty in Dept. Pacific. Mustered out June 28. 1866.
cw-regiments:us-ca-inf-8,8th California Infantry,US-CA-INF-8,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,Oct,"8th REGIMENT INFANTRY. — Org. at large Nor., 1864. Duty in Dept Pacific. Mustered out Oct. 24, 1866. COLORADO TERRITORY 1st REOIMENT CAVALRY.— Org. Nov. 1, 1862, from 1st. Colo. Inf. Nov.. 1862, Diet. Colo. July, 1864, Dlst. Upper Ark. April, 1865 Dist. Plains. Mustered out Nov. 18. 1865. 2nd REOIMENT CAVALRY.— Org. Oct., 1863, by con- solidation of 2nd and Srd Colo. Infy. Oct., 1863, Dist. S. E. Mo., Dept. Mo. Dec, 1863, Dist. Cent. Mo., Dept. Mo. Dec., 1864. Dist Upper Ark., Dept. Mo. Mustered out Sept. 23, 1865. 3rd REOIMENT CAVALRY. — Org. at Denver Aug. and Sent., 1864. Duty in Dist. Colo. Mustered out Dec. 31, McLANE*S INDEPENDENT RATTERY LIGHT AR- TILLERY.— Org. at Denver Dec. 15. 1862. Dec, 1862, Dist. Colo. .Tulv. 1884, Dint. Upper Ark. Dec, 1864, Dist. of South Kan. April, 1865, Dist. North Kan. Mustered out Aug. 31. 1865."
cw-regiments:us-ct-unk-1,1st Connecticut Cay Alhy,US-CT-UNK-1,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,Aug,"1st REGIMENT CAY ALHY. — Org. at West M.riden Nov. 2, 1881. Dec. 1861, Unatt. Dept. W. Va. April. 1862. R. R. Dist. Mt. Dept. April, 1862, Rchenck's Brig.. Mt. Dept. June. 1862, Car. Brig.. I Corps Army Va. Sept., 1862, Cav. Brig., 11 Corps Potomac, .lany., 1863, Def. Balto.. Md.. 8 Corps. Jam., 1863. 2nd Separate Brig., 8 Corps Middle Dept. f.Tulv,' 1863, LookwoodSi Md. Hel(thts Dir.. Dent W. Vs.. Det."" Oct., 1863, Cav. Brig., 1 Dir., Dept. W. Va., Det. I .lany.. 1884, Cav. Reserve Balto., Md., 8 Corps. March, 1864, 1 Brig., 3 Div., Cav Corps, Potomac and Shenandoah. June, 1865, Cav. Brig., Dept. Wash. Mustered out Aug. 2. J8U3."
cw-regiments:us-ct-ha-1,1st Connecticut Heavy Artillery,US-CT-HA-1,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,Sept,"1st REGIMENT HEAVY ARTILLERY.— Org. from 4th Infy. Jany. 2. H62. .lany.. 1802. Def. Washington. D. C. April. 1862. Siege Arty., Potomac May. 1862. 3 Brig., 2 l>iv.. S Corps, Potomac July, 1862, Siege Arty. Army I'ntonine. Harrison's finding, Va, Aug., 1H02. Def. Alex- andria, Va. (Oct,. 1862. Res. Artv. Armv Pntomnc. (Vis. R. M. to Jnnv., 1861.) Feby.. 1803. Ariy.'lVf. Alexandria. Va., Triers, Div., 22 Corps.Anril. 1 Sill. 2 Brig.. DeRn««v'« Div.. 22 Corps. Def. South Prtomnc Ma v. 1863. 3 Brig.. DeRussy's Dir.. 22 Corps. Dec. IR63, 2 Brig., DeRussy's Div.. 22 Cnrps. March, 1864. 4 Brig., DeRussy's Div., 22 Corps. May 1864, Points of Rocks, Va.. Dept. Va. and N. C. June, 1864, Siege Arty., Dept. Va. and N. C. in the Held, and Siege Arty. Armv Potomac May, 1865, Siege Artv., Dept. Va. July, 1865, 4 Brig., DeRussy's Div., Dept. Wash. Aug., 1866, 3 Brig., Dept. Wash. Mustered out Sept. 25, 1865."
cw-regiments:us-ct-ha-2,2nd Connecticut Heavy Artillery,US-CT-HA-2,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,Aug,"2nd REGIMENT HEAVY ARTILLERY. — Org. from 19th Infy. Nov. 23, 1863. Nov., 1863, 2 Brig., DeRussy's Div., 22 Corps. Feby., 1864, 4 Brig., DeRussy's Div., 22 Corps. May. 1864, 2 Brig., 1 Div., 6 Corps, Potomac. Aug., 1864, 2 Brig., 1 Div., 6 Corps, Shenandoah. Dec. 1864, 2 Brig., 1 Dir., 6 Corps. Potomac. June, 1865. 2 Brig., DeRussy's Div., 22 Corps. Mustered out Aug. 18, 1865."
cw-regiments:us-ct-la-art-1,1st Connecticut Light Artillery,US-CT-LA-ART-1,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"June 11, 1865","1st BATTERY LIGHT ARTILLERY.— Org. at West Meriden and mustered in Oct. 26, 1861. Jany,, 18fl2, Unatt Sherman's S. C. Exp. Corps. April, 1862, 3 Brig., 2 Div., Dept. South. July, 1862. Dist. Beaufort, 8. C-, Dept. 8outh. Sept., 1862, Dist Beaufort 8. C, 10 Corps. Dept South. July, 1863, Arty. Folly Island, 8. C, 10 Corps. Jany.. 1864. Folly Island. S. ' C, Northern Di«t., 10 Corps. April, 1864, Arty., 1 Div., 10 Corps, Dept Va. and N. C. Aug., 1884, Arty. Brig., 10 Corps- Dec, 1884. Artv. Brig.. 25 Corps. Mustered out June 11, 1865."
cw-regiments:us-ct-la-art-2,2nd Connecticut Light Artillery,US-CT-LA-ART-2,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,Aug,"2nd BATTERY LIGHT ARTILLERY. — Org. at Bridge port Sept. 10, 1862. Oct., 1882, 2 Brig., Casey's Div., Def. Washington, D. C. Febv., 1863, 2 Brig., Cs spy's Div., 22 Corps. April, 1863, Arty. Ahererombie's Div., 22 Corps. June. 1863, 2 Vol. Brig., Arty. Re*., Potomac Aug., 1863, N. Y. City, Dept. East. Oct, 1863. Camp Barry, Washinnton, D. C, 22 Corns. Feby., 1864. Def. Npw Orleans, Dent. Gulf. June, 1864. Arty., 4 Div., 13 Corps, Dept. Oulf. June, 1864, Def. New Orleans. Aug., 1864. Artv. Res., Gulf. Aug., 1864, Unatt Arty., 19 Corps, Gulf. Dec, 1864. Arty. Res.. Reserve Corps Mil. Div.. West Miss. Feby.. 1865, Arty., 2 Div.. Reserve Corps. M. D. W. M. Feby., 1865, Artv., 2 Div., 13 Corps, M. D. W. M. Mustered out Aug. 9, 1868. Srd BATTERY LIGHT ARTILLERY. — Org. at New Haven Aug. to Oct.. 1864. Nov., 1864, Def. City Point. Va. Dec. 1864, Siege Arty. Army James and Army Potomac. Mnstered out June 23, 1865."
cw-regiments:us-ct-inf-1,1st Connecticut Infantry,US-CT-INF-1,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,Aug,"1st REGIMENT INFANTRY. — Org. at Hartford April 22, 1861. May. 1861. Mansfield's Command. Dept. Wash. June. 1861, Keves Brig.. Tver's Div., McDowell's Armv, N. E. Va. Mustered ont July 31, 1861. 2nd REOIMENT IN FANTRY. — Org. at New Haves Mav 7, 1861. Mav, 1861, Mansfield's Command, Dept. Wash.. D. C. June, 1861, Keyes' Brig., Tyler's Div., Mc- Dowell's Armv. N. E. Va. Mustered out Aug. 7, 1861. 3rd REOIMENT INFANTRY. — Org. at Hartford and mustered In May 14, 18B1. Mav, 1861. Mansfield's Com- mand, Dept. Wash., D. C. June, 1861, Keyes' Brig., Ty- ler's Div.. McDowell's Army N. E. Vs. Mustered oat Aug. 12. 1861."
cw-regiments:us-ct-inf-4,4th Connecticut Infantry,US-CT-INF-4,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,,"4th REGIMENT INFANTRY. — Org. at Hartford May 21. 1861. June. 1861. Ahererombie's 6 Brig., 2 Div.. Dept. Penna. Aujr., 1861, 2 Brig., Banks' Div., Potomac. Dec. 1861. Def. Washington. Designation changed to 1st Heavy Artillery January 2, 1862. 5th REOIMENT INFANTRY. — Org. at Hartford July 26. 1861. Aug.. 1861. Geo. H. Thomas' Brig., Banks' Div., Shenandoah. Oct.. 1861, Gordon's Brig.. Bunks' Div., Potomac March. 1862, 1 Brig., 1 Div., Banks' 5 Corps. April, 1862. I Brig.. 1 Div., Dept. Shenandoah •Tune, 1862, 1 Brig.. 1 Div., 2 Corps, Army Va. Sept, 1862, I Brig.. I Div., 12 Corps. Potomac Oct, 1863, 1 Brig., 1 Div., 12 Corps, Cumb'd. April, 1864, 2 Brig., 3 Div., 20 Corps. April. 1864. 1 Brig., 1 Div., 20 Corps. June, 1865, 2 Brifr.. Bartlett's Div., 22 Corps. Mustered out .Tulv 10. 1885."
cw-regiments:us-ct-inf-6,6th Connecticut Infantry,US-CT-INF-6,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,Aug,"6th REGIMENT INFANTRY.— Org. at New Haven Sept. 12. 1801. Oct.. 1801. Wright's 3 Brig., Sherman's S. C. Exp. Corns. April. 1802, 1 Brifr., I Div., Dept South. July, T802. Dist. Beaufort, S. C, Dept. South. Sept., 1862. lH«t. Bennfnrt, S. C, 10 Corps. March. 1863, Jackson- ville. Fin., 10 Corps. April. 1863, Follv Island, S. C-, 10 Corps. June. 1803. 2 Brig.. U. S. Forces Folly Island, S. C, 10 Corps. July, 1863. 2 Brig., 2 Div. Morris Island. S. C, 10 Corps. July, 1863, 1 Br?g„ Morris Island, S. C, 10 Corps. Aug.. 1863, Dist. Hilton Head. S. C, 10 Corps. REGIMENTAL INDEX 115 April, 18*4. 3 Brig., 1 Dir., 10 Corps, Dept V*. and N. C, Army James. Mav, 1864, 2 Brig., 1 Div., 10 Corp*. Dec, 1864, 2 Brig., 1 Dir., 24 Corps. Jany, 1806, 2 Brig., 1 Div, Terry's Prov'l Corp*. Dept. N. C. March, 18«6, 2 Brig., 1 Div., 10 Corps, Ohio. April, I86S. Abbott's Det. Brig., 10 Corps. Mustered out Aug. 21, 1805."
cw-regiments:us-ct-unk-7,7th Connecticut In Pastry,US-CT-UNK-7,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"Julv 20, 1865","7th REGIMENT IN PASTRY . — Org. at New Haven Sept. 13, 1601. Oct., 1861, Wright's 3 Brig., Sherman's a C. Exp. Corps. April, 1802, 1 Brig., 2 Dir., Dept. South. Julv, 1862, Dist. Hilton Head, S. C, Dept. South. Sept., 1862,"" Dist. Beaufort, K. C, 10 Corps. .lany., 1863, Femandina, Fla. April, 1863, Dist. Hilton Head, a C., 10 Corps, Co.'s A, U, I, K, St. Augustine, Fla., Regt. (June, 1863. St. Helena Island, 8. C, 10 Corps, Co.'s A, B, 1, K. Julv, 1863, 2 Brig., Folly Island, 8. C, 10 Corps, Co.'s A. B\ 1, K. July, 1863, 2 Brig., 2 Div., Morris Island, S. C, 10 Corps, Co.'s A, B, 1, K. July, 1863, 1 Brig., Morris Island, 10 Corps, Co.'s A. B, 1, K.) Aug., 1863, .1 Brig., Morris island, S. C, 10 Corps. Oct., 1863, St. Helena Island, S. C, 10 Corps. Nov., 1863, 1 Brig., Mor- ris Island, S. C. 10 Corps. Dec, 1863, St. Helena Island, S. C, 10 Corp"". Febv„ 1864, Haw ley's Brig., Dist. Fla. Feby, I8«4, 2 Brig.. Ames Div.. Dist. Fla. April, 1864, 3 Brig., 1 Dir., 10 Corps, Dept. Va. and N. C, Array James Mav, 184M, 2 Brig., 1 l)lv., 10 Corps. Dee., 1864, 2 Brig., I Div., 24 Corp*. Janv., 1865, 2 Brig., 1 Dir., Terr/s Prov'l Corps, Dept. N. C. March, 1865, 2 Brig, 1 Div., 10 Corps, Dept. N"
cw-regiments:us-ct-inf-12,12th Connecticut Infantry,US-CT-INF-12,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,,"12th REGIMENT INFANTRY.— Org. at Hartford Nov. 1» to Dec 3, MM. March, 1862, 1 Brig, Dept. Gulf. Oct, 1862. Weitsel's Reserve Brig, Dept. Gulf. Jany, 1863, 2 Brig., t Div, 19 Corps, Dept. Gulf. Aug., 1863, 2 Brig, 1 Div, 19 Corps. Feby, 1884, 2 Brig, I DW, 19 Corps. Aug, 1964, 2 Brig, 1 Div, 10 Corps, Middle MIL Div. April. 1885, 2 Brig., 1 Pmv'l Div, Army Shenan doah. Anril. 1866, 2 Brig, Dwight's Div, Dept. Wash. June, IW. Dist. Savannah, Oa, Dept. South. Muttered out Aug. 12, 1866."
cw-regiments:us-ct-inf-13,13th Connecticut Infantry,US-CT-INF-13,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"April 25, 1866","13th REGIMENT INFANTRY.— Org. at New Hsven Nov. 26, 1881, to Janv. 7, 1862. March. 1882, 1 Brig, Dept. Oulf. Oct, 1862. Weltwl's Reserve Brig, Dept. Gulf. Dec, 1862. Ornver's Div, Dept. Gulf. Jany, 1863, 3 Brig, 3 Div, 19 Corps, Dept. Gulf. Jany, 1863, 2 Brig, 4 Div, 19 Corps. March, 1863, 3 Brig, 4 Div, 19 Corps. Aug, 1863, I Brig, 4 Div, 19 Corps. Febv, 1864, 2 Brig, 2 Dlv„ 19 Corps. Aug, 1864, 2 Brig,"" 2 Div, 19 Corps, Middle Mil. Div. Jany, 1866, 2 Brig, Graver's Div, Dist Savannah, Oa, Dept. South. March, 1866, 1 Brig., 1 Div, 10 Corps, Armv Ohio. Dept. N. C. April, 1868, Dist Oa, Dept. South. Mustered out April 25, 1866."
cw-regiments:us-ct-inf-14,14th Connecticut Infantry,US-CT-INF-14,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,May 21,"14th REGIMENT INFANTRY.— Org. at Hartford Ang. S3, IR82. Aug, 1862. Whipple's Command Def. Washing, ton. Sept.. 1862, 2 Brig, 3 Div, 2 Corps, Potomac. March. 1864. 3 Brig, 2 Div, 2 Corps. Mustered out May 21. 1865."
cw-regiments:us-ct-inf-15,15th Connecticut Infantry,US-CT-INF-15,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,,"15th REGIMENT INFANTRY.— Org. at New Haven Aug. 25, 1862. Aug, 1862, Casey's Prov'l Brig. Def. Washington. Oct., 1862, 1 Brig. Casey's Div, Def. Wash ington. Dec, 1862, 2 Brig, 3 Div, 9 Corps, Potomac April. 1863, 2 Brig, 2 Div, 7 Corps, Dept. Va. July, 1863, 2 Brig, Getty's Div. V. S. Forces, Portsmouth, Va, Dept. Va. ami N. C. Jany, 1884, Dist. Alhermarle, N. C, Dept Va. and N. C. Feby, 1864, Def. Newberne, N. C, Dept. Va. and N. C. Jany, 1865, Sub Dist Newberne, Dept. N. C. March, 1865, 2 Brig, i Div, Dist. Beaufort, N. C, Dept. N. C. March, 1865, 1 Brig, 1 Div, Diet. Beaufort, Dept. N. C, Post of Kinston, N. C. Mustered oat June 27, 1865."
