id,name,given,surname,birth_year,event_year,notes,source,finding_aid_url
acadian-deportation:laroque-1705,Charles Douaron,Charles,Douaron,c. 1728,1752,head — ploughman in the 1752 census; at the Pointe Prime; native of I'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1706,Anne Gertrude Benoist,Anne Gertrude,Benoist,c. 1733,1752,wife in the 1752 census; at the Pointe Prime; native of I'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1707,Jean Arcenaud,Jean,Arcenaud,c. 1725,1752,head — ploughman in the 1752 census; at the Pointe Prime; native of I'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1708,Alexis Arcenaud,Alexis,Arcenaud,c. 1746,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1709,Murgueritte Joseph,Murgueritte,Joseph,c. 1749,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1710,Marie Blanche,Marie,Blanche,c. 1750,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1711,Jean Baptiste Henry,Jean Baptiste,Henry,c. 1708,1752,head — ploughman in the 1752 census; at the Pointe Prime; native of I'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1712,Joseph Henry,Joseph,Henry,c. 1733,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1713,Jean Baptiste,Jean,Baptiste,c. 1735,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1714,Paul,Paul,Henry,c. 1737,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1715,Bazille,Bazille,Henry,c. 1743,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1716,Charles,Charles,Henry,c. 1745,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1717,Clement,Clement,Henry,c. 1748,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1718,Firmain,Firmain,Henry,c. 1742,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1719,Michel Pitre,Michel,Pitre,c. 1706,1752,head — ploughman in the 1752 census; at the Pointe Prime; native of I'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1720,Marie Magdelaine Douaron,Marie Magdelaine,Douaron,c. 1708,1752,wife in the 1752 census; at the Pointe Prime; native of I'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1721,Francois Pitre,Francois,Pitre,c. 1733,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1722,Charles,Charles,Pitre,c. 1735,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1723,Simon,Simon,Pitre,c. 1739,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1724,Marie Magdelaine,Marie,Magdelaine,c. 1736,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1725,Eufrosinne,Eufrosinne,Pitre,c. 1744,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1726,Claude Arcement,Claude,Arcement,c. 1726,1752,head — ploughman in the 1752 census; at the Pointe Prime; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1727,Angelique Douaron,Angelique,Douaron,c. 1728,1752,wife in the 1752 census; at the Pointe Prime; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1728,Firmain,Firmain,Arcement,c. 1750,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1729,Susanne Angelique,Susanne,Angelique,c. 1747,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1730,Theotiste llelenne,Theotiste,llelenne,c. 1749,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1731,Angers,Angers,Arcement,c. 1693,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1732,Acadie,Acadie,Arcement,c. 1721,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1733,Charles Olivier,Charles,Olivier,c. 1746,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1734,Elisabeth,Elisabeth,Arcement,c. 1748,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1735,Marie Joseph,Marie,Joseph,c. 1750,1752,child in the 1752 census; at the Pointe Prime,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1736,Rene Guillot,Rene,Guillot,c. 1726,1752,head — ploughman in the 1752 census; at the Pointe Prime; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1737,Marie lloze Daigre,Marie lloze,Daigre,c. 1732,1752,wife in the 1752 census; at the Pointe Prime; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-1738,Olivier Boudrot,Olivier,Boudrot,c. 1711,1752,head — ploughman in the 1752 census; at A nee a Pinnet; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
